userId,movieId,rating,timestamp
48352,4306,4,1541946582
74240,3471,5,1363626949
88551,32,4,859284462
87573,2628,2,1191270272
28883,4995,4.5,1471270159
46416,104879,5,1452113092
81312,64030,,
5799,2858,3.5,1227398875
24088,4638,1.5,1107742333
83477,2398,4.5,1135390818
39943,3751,5,1521287493
155084,167640,5,1503944214
51858,58803,3.5,1474470949
135768,1635,5,974708077
78299,626,2,844624240
93497,3504,5,1051306008
154306,1148,4,1046697295
6647,119145,4,1500577644
73920,56389,3.5,1485552187
10508,4367,2,1202805237
152118,1370,5,1116450608
41929,7046,2.5,1111642740
14239,648,4,1186051908
24088,1217,4.5,1107485718
34353,3147,4.5,1509315536
117715,1092,2,1150194257
129879,58025,4,1409088080
80705,147354,2,1486830308
121438,47610,4,1557752527
97127,145,2.5,1107668592
10002,183149,,
117706,4116,5,1010283202
24882,3107,5,1237666395
97313,167018,1.5,1501925783
120741,2857,1,942172501
109442,762,5,855428414
157647,1883,3,951849063
75859,73,5,949453351
16011,2701,,
125707,1080,3,1572651837
42984,628,3,858962119
8035,2146,3,1504893333
119775,175,4,838404424
4166,1952,5,944943777
121438,3489,3.5,1557752514
144317,2355,3,938762114
151289,7896,3,1237651375
62837,1265,4,965311766
77106,2717,3.5,1204934760
152174,69784,8.362160946,
134999,1690,5,1502033732
52237,595,3.5,1219016597
78710,8865,2.5,1138915271
89646,180045,4.5,1532312348
80943,69,3,1006983762
45683,2394,5,946445336
24581,3953,1,993495683
6121,41285,4,1436907310
115727,7164,1,1474407410
45827,5971,3,1303333880
148700,481,,
52407,1586,3,976902566
118593,2640,3,966279273
93497,2455,4,1051134534
105025,2324,4.5,1089576075
161276,8366,3,1521066730
44202,1680,4.5,1219124669
41929,4040,1.5,1111642155
34849,1676,2.5,1076196459
104337,5874,4,1126789524
56522,8957,3,1531101754
114175,51077,2,1445303103
44538,4161,2,1431555326
77117,118700,4.5,1473581577
76350,6365,4.5,1323643767
82157,527,5,1190401398
57423,107,3,944950154
100679,1721,4,1344409249
79179,111659,5,1512936456
16570,1968,1,941291579
28583,8638,4,1519877776
13144,2706,4,1123604248
145608,532,3.5,1102701615
88538,5890,2.5,1181454617
61624,167640,3,1498545834
103370,5064,2,1029753430
21466,2011,4,1425005188
103290,1172,5,1035610329
150602,45730,1.5,1196103495
2032,2416,2,1225580685
107155,1258,3,1269339725
21849,1583,,
30508,4995,4.5,1466162891
123112,168250,3.5,1562114294
120503,30810,4,1313374600
87310,1747,2.5,1083012464
93251,10,3,964984994
32632,5377,3.5,1542814768
94694,5902,3,1435628437
97779,3066,4.5,1068919736
115211,4508,2.5,1444513575
34849,1240,2,1076196095
2032,3453,3,1225836719
73478,47,5,831389171
142563,1394,2.5,1440243501
92130,5343,,
52483,6350,2.5,1083636528
59816,3088,5,1371437157
90717,6365,5,1160787633
2032,3686,3.5,1386123281
39943,5026,3.5,1521288830
37195,1090,2.5,1121034028
62698,3182,3.5,1065050306
137399,543,3,1257949573
166,1287,5,951601467
36803,139385,3.5,1459628343
17064,410,1,843005215
43362,592,2,953330318
69033,111,2,940029021
127990,593,4.5,1488969530
6697,1291,3.5,1113090749
93497,3844,3,1051130975
97076,57640,4,1556418488
65717,322,4,868533471
8035,100390,2.5,1504898841
131182,152970,4,1505852399
57423,1129,3,974396823
46631,4306,3.5,1231047129
2731,6874,5,1101774214
78141,471,3.5,1311824722
73188,596,4,850885924
37195,1968,4.5,1121200532
160679,1476,4,942167047
151289,6807,3.5,1112160843
148957,2324,5,1254513854
90341,3408,2.5,1191513337
147311,62,5,859121841
106444,5621,2.5,1476731399
62335,1203,5,1314888946
81584,115617,4,1528604341
58189,4519,3,1000747192
43710,2150,4,1214863071
99452,1136,4,864868257
6462,5458,3,1136487168
146919,147240,5,1503012902
97038,3994,1.5,1108831772
128611,344,3,835430812
144534,4901,5,1115245830
8453,88405,4.5,1467890441
68614,1704,3.5,1558154131
5806,1249,4,1232582115
70232,273,3,845275455
128545,2336,4,1155759459
37195,8228,4.5,1121201154
36670,6642,1,1119367006
160995,4998,4,1346699955
35440,3157,5,949885873
59840,70,4,1444771496
89110,68099,5,1451781920
122948,4523,,
27246,88163,4,1505569458
36978,1907,5,1028595305
132667,4980,2.5,1085637100
115211,1785,3,1443047828
121963,1586,1,882805798
25875,53953,4,1483643486
61624,91104,1.5,1323041971
140677,114180,2.5,1452712163
107474,1962,4.5,1171407470
149467,292,5,839418468
2032,2735,3,1225584617
6796,517,3,945796550
152248,266,4,967358619
126403,329,3,841547398
149482,91529,5,1392841789
134206,2686,,
70795,5481,2,1027850884
150074,356,3,846401088
81312,1962,4,913407672
17394,116136,,
5810,356,5,1094067596
24581,3101,3,994108981
115211,1658,2,1446075268
106742,111360,0.5,1498754900
104584,58559,4,1217150994
105798,1,5,972667504
114775,2700,2,1160448997
36978,5128,1,1037456396
133669,2078,3,945066079
65928,169,4,1031107374
128538,380,3,834591747
32656,2161,3,1005326562
129879,4886,5,1390833296
114025,8665,4,1217022469
144169,2594,4,1170390187
115211,40583,3.5,1443273587
114278,485,2,835625098
27121,3114,4,1506216748
117789,3404,4,1115842419
77862,129354,4,1454248180
80943,2890,3,1006982830
61624,191495,2.5,1544642096
100924,5799,4,1437474919
81245,1036,3.5,1120689740
118994,4867,2.5,1076211704
2731,2000,3,1101774049
77862,4226,4.5,1454249373
117789,2763,4,1117141835
72783,1219,5,962816927
157508,101142,4,1481130358
116706,1760,1,1188314025
39208,2472,4,963527771
156185,4014,4.5,1380079209
160995,3214,2.5,1346534367
80705,6158,,
106414,76251,3,1489889946
57423,5528,2,1049996472
94685,106782,2,1471718410
113113,3114,5,956873626
62335,474,2.5,1314894955
117239,593,3,1042754202
110291,33794,4.5,1203037317
106742,4016,4,1498465439
92130,122,4,829604410
2098,4370,2,1035684336
8035,2761,3,1504893419
100602,586,3,837272682
45319,140928,5,1473855070
133339,2571,4,967588897
129963,54001,5,1448043835
78546,65514,5,1342774426
23640,835,2.405320133,
51004,4808,3,1047946739
151289,164699,4,1489875768
37195,3020,2.5,1121246142
84110,950,4,939460252
117706,2453,4,1010280928
48734,30793,2,1509327072
78710,780,1,938785274
107474,2311,4,1066673427
8454,551,4.5,1108548832
13144,2916,4,1123604264
65023,457,5,961894750
155285,1214,4.5,1488403947
106742,33794,3.5,1498394767
86331,134853,3,1439773043
112362,64497,1.5,1511677044
57423,2261,4,945018634
13531,3793,4,1111534576
159983,4886,5,1440855344
105025,4304,5,1089573932
2731,1036,3.5,1101774142
117789,103335,4,1519923640
52407,153,3,976904147
128396,5902,5,1168111379
88420,1,4,859385340
112362,55820,4,1511677992
145608,3704,4,1119993659
101378,164179,4,1526891969
150852,3169,4,986940446
144169,4027,4,1170390576
44202,8533,4.5,1219127360
54254,457,5,956857077
45319,64032,0.5,1475495081
84480,1291,1.5,1111474618
2389,3916,4,1503858221
6549,2467,4.5,1477602690
103561,6365,1.5,1205358368
19285,2657,4,1156287546
107438,344,1,1314411478
115211,26283,4,1443037271
16045,2232,4,1043373920
151539,98491,3.5,1525544887
30239,253,5,847538848
104652,55908,3.5,1443997354
115211,120795,3,1443276339
44266,3263,3,978577793
8454,1981,2.5,1108549239
146919,180231,2.5,1520447667
128525,2807,2,996695961
13722,318,3.5,1563366372
70730,223,3,955838235
48352,35836,2,1542760721
46915,6874,3.5,1178830176
76350,1562,2.5,1323643101
115211,3783,3,1446331229
58189,2951,5,1098428380
160102,111,4.5,1088522030
101378,81834,4,1526829452
72783,2716,3,962817787
84480,3811,4,1111475710
129879,95939,3.5,1398378969
81584,116797,4,1528603782
80253,2471,3.5,1088620474
138376,31116,0.5,1209591272
140677,594,3,1452711783
16364,1136,5,1561766460
100679,2502,5,1344409077
66617,2959,4,944919179
125707,1203,4.5,1572651886
88538,6711,4,1181450691
128545,1605,2.5,1155761784
41929,8961,4,1111641749
16364,122900,1,1561767154
82115,1573,4,886300468
77277,33794,4.5,1435944873
84529,45950,5,1163297516
135319,2333,5,975255442
32632,19,4.5,1543191556
2389,51662,2,1486711397
6462,1221,4.5,1131169812
114986,1103,3,854722030
47224,57274,,
10659,1285,4,964703146
51004,1584,3,1047945601
122616,2716,4.5,1240542406
70038,5952,4.5,1096972227
28583,129428,3,1472238625
147259,8376,4.5,1096433481
94181,377,2.5,1259528995
84480,150,3.5,1111476291
1996,5592,,
145608,1225,4,1102726573
95649,1499,2,887831440
110010,2333,4.5,1096971999
79179,112623,4,1512930713
160995,415,3,1346534993
59816,95105,1.5,1382563503
95795,2012,5,1236554934
67969,167392,4,1553342307
149482,2571,5,1392842780
87152,5679,3,1563624458
110159,4878,3.5,1111542055
39208,800,4,963445193
129963,5502,3.5,1448042866
53397,2287,3,976646121
108714,1779,3,974706469
121438,111759,4,1557752519
8035,2000,4,1504899480
56628,68237,3.5,1498592721
143020,104013,,
31440,145,2.5,1315797150
75859,4342,,
44202,2162,3,1219196651
17973,2961,3,941970755
72783,2001,2,962818254
125707,7153,5,1572652208
105025,3028,4.5,1089573439
82043,4914,5,1252979838
80705,7361,4.5,1177683132
54043,74789,3,1451845756
113027,99145,3,1435992497
40297,903,3,954795794
6549,120827,4,1479322754
117789,3167,4,1253049757
27128,1234,3,1045100852
40297,1810,2,954790118
112850,30810,3,1254062376
16364,64839,3.5,1561766898
115211,3020,3.5,1443273420
87573,11,2.5,1191270432
109442,733,5,855428335
62335,588,4.5,1314894108
155285,168612,4.5,1492527803
51004,4027,3,1047944708
7905,112175,4.5,1500272616
16680,5077,2,1032406041
79179,166643,5,1512928067
61624,62155,1.5,1457032055
82775,1269,5,953762194
44538,56171,1,1431578094
20250,3868,2.5,1180134751
160679,1571,4,942252123
21466,1042,,
112362,94864,3,1512033700
115211,66547,2.5,1474141909
129963,44191,4.5,1448043107
29507,39,3,1463833182
8377,2571,5,1084432872
65318,5952,5,1470628356
2032,5957,4,1225750626
87310,3147,3.5,1084393889
5799,3424,3,1227398537
16045,788,4,1043374058
39943,3623,2.5,1521287497
151289,3498,3.5,1112143293
117706,4589,4,1010281136
32632,3444,3,1544498984
102575,109487,4,1463820312
19285,2006,4,1156350977
38692,8972,4,1120590395
21352,61240,9.123754959,
61624,2580,2,1301600093
24581,5804,3,1103946086
24313,1097,5,851722246
106287,1215,4,1339435747
21352,2078,4,912705434
15135,2791,4,1301133229
118243,2968,3,966213588
109329,1729,3.5,1439316050
57423,440,5,945876020
90341,247,2.5,1246478547
49484,595,4,1204501533
23837,2966,4.5,1059117086
145608,3740,3,1102686632
132667,2433,2.5,1086906356
24618,1027,4,843449983
145608,2641,4,1102684199
8035,3980,2,1504894544
34849,2892,0.5,1076205139
70175,1374,5,1045101063
90158,1196,5,1053913469
127357,50,4,840038941
106444,6373,3.5,1476731394
56180,2683,4.5,1483731862
78710,1372,3,938787306
43656,6773,5,1542689499
40854,858,4,1414978620
120280,590,4,848470792
62335,78469,3.5,1314890189
135319,2371,3,975250633
57423,1661,2,945020972
107397,2381,1,1017222140
43656,58332,4,1542692323
53397,3435,5,976730158
132667,3753,2.5,1085639870
118593,173,,
25875,5349,3.5,1480977729
13253,5359,4.5,1151962742
24581,3039,3,1033513774
39049,4878,3,1283039045
10659,1994,3,964703618
106043,1721,4,1548193628
32805,3535,5,1005120264
6796,497,5,945797413
97564,2023,3,1279032289
79179,5419,4,1512928417
21781,1215,4,1103745003
160995,3418,3.5,1346696195
128525,17,3.5,1074030542
81430,1884,3,942416737
128525,1029,3,1007059319
149482,296,4.5,1392843430
143906,6157,2,1283425794
25278,2150,4,1387588995
135319,3046,1,975254309
161754,348,5,829918735
105055,8881,4,1337212703
106698,96432,4.5,1532524302
62374,2011,2.5,1267265125
107474,2779,5,1066672212
88538,4741,4,1181454708
15436,4223,3.5,1381127773
130080,2528,4,1506407332
21781,4298,4,1103748534
106906,502,2,839041033
53397,186,1,976648686
68614,344,3,1558154270
24088,1270,4,1107486549
114249,3108,,
125784,2384,0.5,1213397553
115211,1997,1.5,1443036955
135319,3253,3,975250165
2389,55247,4.5,1503858202
21637,5989,5,1130520663
56024,529,4,1183262735
82860,55253,4,1274039426
18544,3552,3,1111543190
55425,969,4,1229426986
125784,5400,3.5,1214600428
97564,858,4.5,1279033398
156997,916,2,1007357648
160102,4720,5,1088522191
57423,5970,2,1044032541
121438,197125,4,1557752528
161284,2324,4.5,1102202190
57423,2389,3,945024670
8035,110,4,1504892772
10508,588,2.5,1201329793
79179,54648,4,1512928582
133669,2496,3,945065629
89646,1278,4,1495760431
115211,4754,5,1443036982
125565,71530,2.5,1269694992
134259,1667,3,898001404
71120,595,4,869050218
21466,53972,4.5,1425005618
58901,90647,2.5,1432495893
125565,1974,2,1267451305
81430,912,5,942672664
106444,52722,3,1476731399
65928,185,3,1031177967
27128,32,5,1045098972
155084,4876,5,1503943826
43656,6016,5,1542688690
100380,1183,5,1081049972
117789,165123,3,1520064272
3938,72720,2,1447372855
112850,65261,4.5,1254100807
82043,2764,5,1190268156
107474,7062,4,1185603731
90425,111,4,1447284455
62837,318,4,965332717
65928,317,4,1031106556
24581,2089,5,979155617
6697,531,2,1113115948
147259,1207,5,978453185
10508,3408,3,1201385734
145608,2420,3,1102807215
108376,494,1,867930094
2389,2338,2.5,1486706130
151539,2706,2.5,1487792917
110010,2548,0.5,1096971330
140737,6016,4.5,1484955780
87152,80615,3.5,1563624454
124565,46578,2.5,1437561024
53397,7115,3.5,1074561559
18121,1269,3,1411516160
112850,2692,4.5,1318348149
59427,2012,,
63558,818,3,914606267
113780,49530,4,1358574182
91322,4973,5,1468719880
8377,1127,4.5,1084432585
87573,8638,2.5,1191250886
128166,922,4.5,1377809544
48734,2355,1,1509326866
68614,1196,5,1558153900
151404,87306,3,1511731938
41835,30825,4,1473092095
87573,47044,2.5,1191257806
19285,6333,4.5,1156353096
87573,1702,2,1191328412
65023,1210,4,961895323
54254,1344,3,957388334
22859,7027,4,1106430461
51548,1797,4,1008074202
50871,91500,1,1478416280
93497,5013,4,1051132908
8035,4085,3.5,1504872293
62374,4993,4,1267266384
6121,74458,4,1436905845
106698,30749,4.5,1532524257
53213,316,2,834148004
90158,2502,3.5,1053913505
56628,1127,4,1498593592
6796,3060,2,945127453
107474,2208,3,1066671753
6549,104879,5,1477425471
22025,33201,,
120280,2520,,
67942,2021,3.5,1359143337
8035,7153,5,1504871003
61624,3484,2.5,1310231512
96303,1485,3,975873600
115211,101687,2,1498461816
73920,97938,5,1446746385
56628,1080,3,1498593684
11010,1200,4,1504540011
147259,1380,5,997238526
39208,441,4,963445178
9824,4223,3,989882322
135319,1496,3,975254550
132118,5056,4,1066825944
27128,1193,4,1045100786
39915,1274,4,1367103356
62829,420,3,836148914
100679,34150,2,1344480640
43215,2722,3,1231628746
132667,3510,3.5,1085640413
61624,1259,2.5,1359952816
71730,2459,2,954795152
2389,54256,5,1486703587
55425,3736,4.5,1229447858
87152,164909,4.5,1563624459
3938,1213,4.5,1447181710
29507,153959,3.5,1467489075
125565,33437,3,1240933820
127825,6503,2.5,1373231434
117789,8025,4.5,1121538420
117789,2028,4,1115841942
52483,5669,3,1083636501
107474,47,4,1171407799
93251,600,,
36803,60074,3,1459628320
144010,1449,4,1037754352
118593,2918,3,966279867
15641,1269,4,915371846
78112,2359,3,974840139
151539,50,4,1439144580
4166,1954,3,945131694
106656,1419,4,973891716
22025,106489,3.5,1472047252
87152,142222,3.5,1563624454
115727,106696,3,1474304492
8035,586,3.5,1504896145
40297,236,4,954792977
127357,208,3,840038680
140677,87222,3,1452781151
46416,112852,4,1466515938
53397,1580,5,976644785
80416,48516,4.5,1346517975
84110,994,3,939888459
59816,26776,4,1382155260
148678,32,3,1002118964
88538,40819,4.5,1181454540
60874,2759,5.551395502,
2098,454,3.5,1265041405
119425,5995,5,1428158003
123833,4867,2.5,1170153913
39208,1219,4,963445080
87152,161582,3.5,1563624457
41846,231,0.5,1447622869
62254,2571,4.5,1406879492
43324,2384,4.5,1126169165
17401,996,3,985485156
133685,33435,4.5,1483486988
25875,2542,4.5,1483008751
132548,101220,3,1392009065
150869,1079,4,943178308
86116,11,4,844697823
57423,2716,5,945876253
117727,593,4,1481387882
51858,98809,4,1474470566
103430,5445,3,1145561425
97313,72737,4.5,1501926047
19806,3624,5,974732466
36978,31431,0.5,1115930219
17401,3998,4,990556670
37795,546,1,978408648
110010,2517,0.5,1096971485
43061,16,3,1131311121
151289,2700,2,1136503559
94181,51255,4,1259530467
129963,150,4.5,1448043199
109329,103141,4,1453222689
61068,62,3,842818356
150852,1189,4,986940300
66555,4993,4.5,1442369078
46631,1923,3,1231047158
82571,904,5,1471115173
134299,3148,4,975129994
117789,39435,3.5,1259015662
51106,53996,3,1445803748
113027,44195,3,1436101624
114175,104841,2.5,1445303110
78112,2321,4,974819879
23837,553,4,1058672369
115211,2313,4.5,1463606231
28583,6333,3,1519877297
87573,5060,3.5,1191270985
125565,117590,2,1438436495
54254,2763,5,956855816
2389,231,4,1487131917
145608,1198,4.5,1136586204
46416,104913,5,1466515706
156185,88125,5,1380078451
128190,541,5,953414501
87134,2337,,
6796,830,1,945128329
119360,91500,4,1479015326
113027,48997,3,1435995388
130231,1882,2,1146296972
142606,39,4,1143254111
2032,6201,4,1225751642
128666,3146,3,1209198138
82115,1629,2,886286427
123042,329,3,965275403
160470,1920,3,959009332
110010,65,3,1096905380
7685,44555,3.5,1236897513
108714,2808,2,974706697
161276,106920,5,1521066979
145608,6811,3,1102727104
10659,2011,2,964704065
63558,1011,1,914606005
11454,2640,4,1115250238
113027,27815,3.5,1435996158
151289,4935,1.5,1139784301
78546,54256,4.5,1356224493
47974,1961,5,913050353
71766,106100,4,1463851554
3938,4973,4,1447411842
84110,2801,2,939888533
34402,3959,3.5,1378241973
37195,4011,2,1121203720
88383,21,5,847223436
118440,3081,4,975175866
129879,4369,4,1417460765
156878,2363,4,944904516
22787,2000,5,949972092
80943,1580,3,1006983269
160995,63062,3.5,1346696769
69751,6548,0.5,1236546310
135319,247,3,975253962
94181,46578,2.5,1259529566
56411,91529,0.5,1502995044
112362,8861,2.5,1511685290
78299,450,3,844627100
56139,442,4,946328754
5806,597,4,1232604416
32395,590,5,1012528263
52483,1548,3.5,1083657214
70205,1320,4,1098975409
128190,3452,4,961301797
125784,39183,4.5,1213399559
125784,1552,4.5,1214536701
100701,377,3,1136261088
15436,527,4.5,1380961484
20250,2959,5,1180134515
17401,3256,2,985485401
2032,6893,3.5,1231543788
8454,913,4.5,1108547524
80943,1673,3,1006981969
68614,88129,3.5,1558154883
51858,2028,4,1474464791
156068,2313,5,1295429956
37195,1219,4,1121203003
36670,7371,4.5,1119355463
16570,2745,5,941292082
44538,68791,0.5,1431577270
97554,110,2.5,1527312965
140477,53972,4,1350161511
117789,4226,4.5,1265580296
38225,2875,1,967302776
44538,31685,3,1431555395
40579,117511,,
152945,4448,4,1037888573
61068,474,3,842818257
159157,26940,,
154306,3555,2,1046693237
77117,3006,4,1473584732
114175,62434,4,1445303114
45827,27700,3,1301256369
114175,121109,2.5,1445303097
59840,6333,2.5,1425679014
70894,3299,1,962869090
43656,78349,4,1542690552
2098,8528,2,1126587489
99452,556,5,864868373
115211,38038,3,1443036716
60103,79663,6.628352628,
53397,1367,2,976647960
9962,2268,3.5,1120352410
78675,597,2,845728256
151289,5237,3,1233601378
79624,1094,5,943307516
112467,2530,4,1061587988
80752,8665,3.5,1541067247
130080,56145,4,1226299870
35730,3793,4,1430853671
121438,109317,3.5,1557752521
122616,932,,
115211,62511,3,1443030779
100893,593,4,845261365
106444,213,4.5,1476731403
140737,82459,4,1484956230
125317,225,1.5,1201461652
58189,1209,5,1098428421
107438,457,3.5,1314504137
46416,3578,5,1452112107
86331,7110,,
125565,116977,1.5,1426978749
149982,175831,9.20048072,
156053,1339,4,1182025699
153316,3730,3,980282453
8035,1222,4.5,1504892702
78710,661,2,938807848
85587,292,4,847550775
160454,3020,3,1475348103
105025,492,4.5,1089574164
82860,55253,4,1274039426
160102,3113,2.5,1088522320
107474,1278,5,1066671252
90341,3176,4,1246569601
2032,91622,3.5,1367106873
2731,8622,4,1101773879
128396,1586,,
51004,1265,4,1047945367
2389,92420,4,1486702831
17401,3452,3,1003213561
27952,95167,2.5,1478992379
69033,593,5,940029219
125565,58803,3,1235686845
58189,4914,4.5,1115485111
14239,3114,3.5,1186055568
58189,1359,3.5,1115485878
53397,2792,2,976648549
95649,653,5,887831402
78710,230,4,938810805
146919,104841,3.5,1502222395
87152,3160,3.5,1563624456
92813,2763,3,989166505
25339,1263,4,850490190
56628,81562,3.5,1498592775
157374,318,5,949761931
70205,5349,4,1098975787
87152,608,3.5,1563624453
39208,1129,2,963527394
115211,55555,3.5,1446075851
135319,1423,3,975255046
159983,7293,1,1440855764
7386,3949,5,1555293364
20404,3508,4,1111733181
130231,832,3,1146295494
27892,300,3,831463691
6697,4776,3,1113222080
107474,7834,4,1171404337
44202,5325,4.5,1219125929
156068,5995,4,1295430763
133339,58334,,
158051,200354,,
121438,79695,3.5,1557752518
91322,608,4.5,1468719485
70083,6365,,
106698,171763,3.5,1532523791
17064,145,3,843005673
96584,6678,2.5,1137025215
87573,132,1,1191330024
82860,2571,3.5,1182641163
113780,51540,4.5,1358573499
61769,2064,5,1067129756
65928,47,3,1040954156
78141,5952,3.5,1311824108
154306,2278,5,1046693445
42603,608,2.5,1089273315
161284,587,4,1102202099
130080,780,3,1124361071
135319,1018,2,975248777
12545,1275,4,1367461753
59816,180,4,1382734003
151404,60684,3,1511730427
24313,10,4,851722840
44202,6893,3.5,1219126574
106444,4718,2,1476731399
155084,6874,5,1503938727
6462,26375,4,1135909466
147259,2985,4,978455395
61624,115713,4.5,1431833443
87573,53996,3,1191252452
78710,8361,2.5,1138915949
151289,2291,4.5,1115500387
24581,5881,0.5,1066493426
90934,160,3,831070823
107474,2321,5,1066672014
55902,913,4,1194899113
151404,1210,3,1511731038
61787,2006,3,1500884201
41835,108932,4,1473032278
140677,103772,5,1452781428
56180,34,2,1483732156
44538,69069,0.5,1431632838
139427,33493,3,1298519034
117789,1120,5,1115927684
84022,377,4,843458141
28105,913,3,996283470
113780,45728,3.5,1358573455
74458,317,4,842364032
51892,48394,2.5,1198869295
129240,4995,3,1230259921
91591,5480,3.5,1488623492
113027,40629,4,1435992452
15743,1069,,
81312,1214,5,913407954
115211,2360,4.5,1442964103
112850,6433,4,1255146313
150602,25908,2,1203358103
6647,3996,4,1500577538
12805,1150,,
149982,203,3,845541024
104270,5508,4,1247094388
103370,2141,1,948914812
89646,2750,4,1495760638
130080,2529,4,1123848164
93142,1047,5,1005265187
125565,1000,2.5,1254296637
130407,1214,4,1092240003
46443,6542,4,1246900226
89110,72641,4.5,1451781684
22016,595,5,946439818
84110,1207,4,939889136
15935,248,3,837662286
125707,2012,3,1572652336
44320,1213,4,901669184
88834,1,2,974590060
106742,7373,3.5,1498579033
69751,39,1,1235490969
